text,uuid,sentiment_class
"kesinlikle mukemmel. daha yuksek modellerinde cekis gucu ve temizlemesi ayni , onemsiz farkli ozellikleri var. bu modeli gonul rahatligi ile alabilirsiniz.",3498c907-ad96-4e07-b94a-580390385c5e,2
"Ürün  2 gün içinde elime ulaştı müşteri ile iletişim süper ,kargo firması iyi              hepsi burada. com güvenilir bir site tekrarı ile görüşmek dileğiyle kolay gelsin hepsi burada. com ailesi",a6f8565c-ec06-4fab-8bf2-229ac976cc79,2
"evet, olabilir, bewlk",f82ccfcf-cdb1-4f2b-9636-0754ceee4c2a,2
kargolama çok kötü Allah'a emanet göndermişler,9d7390c7-f171-42ec-947d-54e6e1e7d31c,0
kargo sirketinden dolayı 3 yıldız verdim,5d524444-686f-4b00-a92c-6a2a07308d1d,0
Şarjı antreman için her gün aktifleştirirsen 15 gün gitmiyor,9df9aa21-eaa5-4df1-8e72-8965735b7eba,0
"Parke ve taş yüzeyde başarılı değil, halıda iş yapıyor. Malzeme kalitesi orta seviyede. Daha çok saç-tüh toplamak için işe yarayan bir süpürge.",a35d8af0-8933-4ab4-b397-ed33d678cd31,0
Ürünün portatif parçaları pratik çıkarılıp takilamiyor. Filtresi her temizlikten sonra temizlenmeli. Yedek filtreye kisa süre sonra ihtiyaç duyuluyor. 2 senedir kullaniyorum. Hala alışamadım...,ccca1635-3685-4cd5-9b07-f873bdedbf14,0
Ses kalitesi iyi ama kablo dayanıklı değil,1956af8c-b089-4b11-a798-9bbe3e73dfc6,2
urun 1 gün sonra geldi sıfır paketinde ve mükemmel tskr ederim,79e7aa4e-d292-4b86-a98f-ef30a8c939df,2
Ürünün bir tarafı göçük şekilde geldi. Sacın sağ tarafında küçük bir göçük var. Depodan mı yoksa kargodan mı kaynaklı bilemedik.,44998f84-21d9-47b6-a9e4-5a15d7d66f7e,0
"Sesi çok rahatsız edici değil, çekiş gücü iyi fakat teleskopik aparatı ve bağlantı noktaları çok kalitesiz. Daha ilk kullanımda elimde kalıyordu çünkü teleskopik borusunun materyali çok ince, bağlantı noktalarındaki plastikleri çok zayıf.",1a42a349-d917-43ae-a643-10ef149a9cf9,0
Teknosa'dan Mağazadan Teslim Al seçeneğini kullandım gittim ve bugün teslim aldım. Hoparlörün sesi gerçekten çok iyi. Ses olarak 1+1 lerin gözdesi ve uygun fiyatlı.,959ca4cf-bbde-4f0c-9625-ea8e1254a7ef,2
geç ısınıyor ama kullanışlı,971a5c2f-f2ed-492d-90a3-1ad1a0440020,2
Biss key yüklenemiyor. Firma ile görüştüm program güncellemesi ve bunun için de özel kablo gerekliymiş,e7d98a3e-f4ab-4671-8525-429435e78b50,0
Philips 43pus6503 güzel tv yavsiye ederim . N11 mi ?kesinlikle HAYIR .birnumara disindaki her sey iyi sadece birnumara‘e bulasmayin sikinti yasarsanizçözüm odakli olmayip sikintidan faydalanma gayreti içine giriyor birnumara .Philils tavsiye ederim birnumara‘i kesinlikle hayir .,d3f0b027-9f03-4b8a-9fba-38e324e89bc0,0
Daha önce İnfrared bir ısıtıcı kullanmamıştım. Sadece çalıştığı müddetçe işi kaynağı oluyor ve ortamı çok geç ısıtıyor (10m2). Termostat kapanınca sanki hiç oda ısıtılmamış gibi bir his oluşuyor. Normalde klima ile ısınmaya çalışıyorduk ve tüm havayı ısıttığı için kalıcılığı alet kapansa bile daha uzun ömürlü. Klima ilede neredeyse aynı elektrik tüketimi var.. Klima olmayan odalarda ihtiyaç olduğunda değerlendirecem...,b392384e-e475-4d58-81e1-763e6bad05d3,0
fiyatına göre gayet normal,a3368076-8ecd-4a1f-a873-6cfdeb424322,2
"arkadaslar 3 senedir kullaniyorum
harika bir cihaz
ayrica paslanmaz kalitesi cok iyi.
öyle çin mali bir paslanmaz degil.
en kati meyveyi bile suyunu cikaryiyor",76563331-5d64-45ae-9802-26dfa06f94e6,2
"Ne aldığını bilenler için sorun yok. Bu paraya bu kadar. Ürün İ5 ama
eski nesil. Kasa kalitesi vs eh işte. Bana gelen ürünü kutudan
çıkardığımda içinden tangır tungur ses geliyordu Kasayı açınca işlemci
fanının kasanın içinde sağa sola çarptığını gördüm. Fanı kendim monte
ettim. Ne kadar ekmek o kadar köfte. Sonuçta çalıştımı evet çalıştı.",82167123-b9e9-40bd-bfd3-5c993232c04e,2
2 gündür kullanıyorum. ufak bir cihaz. kanal geçiş suresi 2sn. Menüsü başarılı. harici disk 1tb ve usb disklerde sıkıntı çıkarmadı. fakat bir kac video dosyasini oynatmadi. cihaz açılış suresi 4 sn. TKGS ile kanalları güncelleme suresi cok kısa. Kumandasi ile Samsung tv mi kontrol edebiliyorum (ac kapa ses source).  görüntü kalitesi hd ve sd kanallarda başarılı. kutu içeriği yeterli. Cihazı tavsiye ederim.,8d1188f6-de69-417c-b68d-04cbfbba0fe8,2
ürünü yaklaşık 2 yıldır kullanmaktayım. 3g modem görevini yerine getiriyor fakat wifi gücü ortalama altı diyebilirim. geniş ve büyük mekanlarda bir uctan bir uca çekim kalitesi oldukça düşüyor ve verimsiz hale geliyor. ancak bulunduğunuz odada kullanırsanız sağlıklı verim alıyorsunuz. 3g modem ile işiniz yoksa kesinlikle wifi çekim gücü daha iyi olan cihazlara bakın derim..,a7132ba7-0558-4ac6-a13e-4fcba7766fcf,2
Ürünü monte edip dengelemeye çalışırken ayaklarından birisi çok kuvvet harcamama rağmen elimde kaldı. Plastiklerine çok güvenmeyin... İdareten alacaksanız uygun..,a3b7ae45-b0f1-4ba7-bbf9-83d631a0bcdf,0
Güzel ufak çizikleri ile gelmesi dışında beğendim,4eb4084b-dfa9-4d99-935e-ee3df1491554,2
1 yildan fazla oldu kullanıyorum gayet memnunum. Okuma ve yazma hızı çok güzel özellikle 16 gb philips ve 16 gb sandisk flash belleklerimle karsilastirdim en iyisi Toshiba çikti. Alacaksaniz  iyi bir marka olan Toshiba dan baska almayin.,34471ebd-191b-4931-92ea-21776492392c,2
"Ürün çok güzel ve hızlı şarj ediyor, Xiaomi kalitesini göstermiş. Ama ürün hem baya geç geldi hem de mikro ara kablo geldi. Hİç bir yerde yazmıyor mikro diye. Çok memnun kalmadım o yüzden.",b161a91c-9791-4cc2-b507-8ec3c3be3467,2
"Ocak kurulumu yapıldıktan sonra yanında satılan temizleme ürünü ile
ocağı sildiğimizde kenar bölgesindeki boyaları attı. Bu kadar basit bir
ürün olmamalı.",bbc649f3-a893-478d-9eaf-a54d4e8f408a,0
Kullanması zormuş.ataştırmadan almayın ama paketleme vs hiç sıkıntı yok,7f00f391-13b5-4028-ac00-a9657c6f29a1,0
ürününüz güzeldi,a4f6b6ce-4cf6-4062-a38a-8f94788ebcaf,2
gayet güzel. küçük olması ayrıca avantaj. seside beklentinin üstünde,2756274c-69f7-4478-a7ce-5c8a582e619f,2
tv güzel beğendim  ama içinde hiç bir aparatı yok,42e039a2-d5bb-475c-a575-c4b50226cd18,0
"Ürün güzel, hafi ince ama menzili çok kısa. 3 m. mesafede resmen tekliyor.",486063e0-8ffb-4f83-9abb-09a1fae30eeb,2
Eh işte kullanılabilir fırçalar geldi,aa6d46c4-f8b7-41f6-bbef-c51205b81166,0
"Evidea'dan ilk alışverişim sanırım. Temzi çalışmaları çok hoşuma gitti. Tekrar alışveriş yapacağıma emnim. Ancak ızgara fiyatına göre güzel olsa da hemen eksilerini artılarını yazayım alacak olanlara yardımcı olsun.
Orta kısmı yatay olarak çok ısınıyor ancak alt ve üstler ortası gibi değil baya soğuk kalıyor. Sola doğru sıcaklık düşüyor.
Ürün kesinlikle tek parça. Ayrılabilen tek parça kablosu. Tepsisi falan tamamen gövdeye vidalı. Açılmıyor. Ben o kısmın ayrılıp bulaşık makinesinde yıkanabileceğini düşünmüştüm.
Yağ alan kısım ufak bir parça plastik. Altına koymanız ve sabit tutmanız gerekiyor. Ürüne bütün bir parça değil.
Artılarına gelirsek
Kesinlikle büyük. Bu fiyata bu boyutta zor..
Evime çıkarırken kutusu alttan açıldı (bu arada altı açılmaya müsait kututunun dikkat edin) tangır tangır koca merdiven aşağı yuvarlandı. Kırılsın ama artık şu ses çıkmasın dedim hiç bir şey olmadı :) Ürün sağlam. Plastikleri bile.
Başka ne denebilir ki? Temizlemesi zor. Muhtemelen yöntemleri vardır ben bilemiyorum.
Fiyatı olarak gayet iyi ancak iyi bir şey arıyorsanız başka bir şey bakın derim.",dd1f3d9c-246f-43aa-b68d-f2f3467b9a85,0
güzel,aea2638c-a8b8-4fcd-8bf6-3eaf2940caf0,2
"Çok yüksek beklentiniz olmasın, vasatın biraz üzerinde bir sese sahip. Ama çok kötü de değil, gündelik olarak güzel bir ürün. Tamamen beklentinize bağlı.",385fe30e-f77f-473c-a247-3a198712bc93,0
"kasası çok kırılgan, her an elinizde kalacak gibi, hızı çok iyi, çok ama
çok ısınıyor. ama bu fiyata şimdi olsa yine alırdım.",f39fca36-822e-477e-8ba8-c97c0750f79a,2
Ürün küçük ve şık ama plastik kısmı sanki kırılacak gibi duruyor.,1bc27381-c14f-4fef-82f8-ea28824d5cf5,2
YORUMDA BELİRTTİĞİM GİBİ KULLANIŞLI FİYATINA GÖRE İYİ BİR ÜRÜN,c26b9f2b-e37f-40f1-a421-f5ca62bf252c,2
kargo çok hızlı geldi ama üç ürün aldım içlerinden biri çok çizilmiş çıktı başkada bir sıkıntı yok,3fc64508-6073-4496-940a-37039b2254b3,2
Çok yoğun kıvamı var,91d220b4-a69a-4681-b72b-aa870e268c46,0
ürün gayet hızlı ama çok ses yapıyor..,2c0395bb-d945-4ebb-bb04-ae88af9b7500,0
Ayni fiyat bandina yakin kulakliklarin veremedigi sesleri cok ayrintili bir sekilde kaliteli ve temiz size sunmasi bu urunu tam bir f/p canavarina ceviriyor. Tasarimina ve cantasina tav oldum zaten.,3f702463-ecb6-47ca-b718-9fd4badf8873,2
sadece lg g5 ile çalistigindan kotu ve iceri giren isigi engellemiyor ama kucuk ve hafif oldugundan fena deil,67c716a7-66a8-4f8d-8d48-b7e9a38a766e,2
Bende hem sivilceyi küçültmesi hemde biraz kapatıcılık özelliğinden yararlanmak için aldım. Fakat bu bildiğiniz fondöten. Hafif pütürlü olduğu için kesinlikle fondoten sürdüğünüz anlaşılıyor zaten renk farkıda oluşuyor. Ha benim için önemli değil derseniz ürün eh işte,15ece07d-ad5c-4d91-80a1-446b0b878395,0
PIYASADA EN UYGUN FIYAT VE KALITELI ÜRÜN TESEKKÜRLER,d704f047-4eb1-4ba7-a79e-fdd7493f5d4e,2
güvenli ve titiz bir şekilde elime ulaştığı için teşekkür ederim  . dikkatli bir şekilde kargolandigi belli oldu paketi aldığımda.  kullanışlı ve ihtiyacı karşılayacak bir ürün .ilerleyen zamanlarda sorun çıkarmazsa dahada memnun olacağım. teşekkür ediyorum  .,605a985f-22eb-423c-a94d-48e529dfbcdb,2
"Kurutması çok iyi değil, onun dışında güzel.",0a60def8-e736-4952-ba3c-17d324fdbaf2,0
Ürünü bir yıl önce aldım.  Çekim gücü iyi ama uzun çalışma sonrasında aşırı gürültü yapmaya başlıyor. Servis sorunu çözemiyor.,2cd9670a-500b-4b1c-bc59-e4154ff94f99,0
İdare eder ayak tarafı kırık olmasaydı kargoda olmustur,157ceb0d-237a-468e-ad2e-3eb53668ff23,0
klasık bi aspratör fiyatına göre gayet kullanıslı alır almaz taktırdık 1 haftadır çok kalabalık bi aile olduğumuz için baya bi yemek pişiyo farkını baya gösteriyo....,8a9b3d9a-4c28-4d03-a927-7523264b4b5b,2
"buzdolabı fonksiyonunda çalıştırıldığında üst kısımda dondurucu
çalışsaydı on numara olurdu..yani dolab ya tamamen dondurucu ya tamamen
soğutucu moduna geçiyor..soğutucu modunda çalışırken bir bölmesini
donudurucu olarak yapmaları gerekirdi diye düşünüyorum..ama uğur
kalitesi tartışılmaz sanırım ilerde bu ürünü benim dediğim şekilde
tasarlayacaklar..o zaman daha kullanışlı olur",4248343a-0e54-4a86-b110-83f31fc24149,0
ürünü WC havalandırması yapmak için aldım. pencereyi söktüm. yerine dekora uygun bir mdf plaka üzerine bu fanı monte ettim. kabloyu gizli çektim. WC aydınlatma anahtarı ikiliydi. bir hattı bu fana bağladım. ihtiyaç olduğunda çalıştırıyorum. 2 dk da tuvalette koku bırakmıyor. daha sonra birde zaman rölesi ekledim. 10 dk dur. 2 dk çalış şeklinde fana yol veriyor. süper oldu. WCde koku sorunu olanlara tavsiye ederim.,846facb3-f707-4d3a-bc18-1d27f158fa81,2
Bu fiyata alinabilecek mükemmel bir televizyon. Tam bir fiyat performansürünü. Kanal geçisleride muadillerine göre kötü degil.,2d6ffe18-ac30-4321-8b46-5fa479f3848b,2
ürünü henüz kullanmafım ancak doktor arkadasıma bu ürünü tavsiye etmiş..satıcıya tşk ederim hem çok uygun fiyat hemde hızlı kargo nedenşyle...fiyatı o kadar uygun ki bir tane daha mı alsam:)??,c150bd3e-30d4-49a5-9643-8c73ee1542fc,2
kargo hizli geldi. servisi kurulumu zamaninda yapyi bu konularda sikintisizdi. ancak davlumbazi yemeğin altini acmadan once 10 dk en dusuk konumda calistirmak lazimmis. eger calistirmazsaniz kokuyu cekmiyormus. ki bence çekim gücü iyi degil.  fırını geç pişiriyor. cam ankastre olduğu icin güveç yapilmayacakmis çünkü güveç camın patlamasina neden oluyormus.,a899b008-5a6f-430b-81cc-7a4efd208724,2
Ürünün klavyesi de mouse da arada sıkıntı çıkarıyor. Fiyatına göre idare eder diye düşünün,3f16a662-c113-48eb-9acc-a5ab54810706,0
Ürün iyi anlatmaya gerek yok.Tek sorun ptt kargo olmaması,3bff03fe-e3ec-4613-aaa0-9269ca9552c5,2
"Sipariş veriyorum, umarım beklediğim gibi çıkar",47a5e022-9479-4272-ba86-073746816b5f,2
biraz alışmak lazım çünkü ben arada sırada çağrı sonlandığında karşı taraftan daha geç bastığımda düğmesine son arananı arıyor. sesi kaliteli ama kulaklığın ona bişey diyemem. ayrıca şık duruyor.,a74f29cb-fcc0-49e4-92a7-b723cfbc8fe1,2
"MNG kargodan şikâyetçiyiz çünkü evde olduğumuz halde ulaştıramadıklarını
Bu nedenle kargo şirketinden gidip almamız gerektiğini söylediler. Firma
için de şunu söyleyebilirim gönderdiği ürünün kutusu açık ve ürünün
plastik ambalajı dökülmüştü. bu durum bizi çok üzdü.",8fb84d98-5dad-4fca-9a5b-cec34b5c3a2c,0
"Ürün ihtiyacımı karşılıyor. Kasa içi işçilik bana gelen üründe kötüydü.
İşlemcinin fanı düşmüş termal macun kasa içinde sağa sola bulaşmıştı.
Ayrıca kasanın içindeki SSD kutusuz ve sabitlemek için silikon ile
kasaya yapıştırılmış şekilde geliyor. Ayrıca Wifi hediyesi ürünün
yanında gelmedi.",299d42aa-f080-4c35-b142-db0ddd9e482d,0
ürün tam istediğim kalitede değil. fiyata göre daha iyisini yapılabilirdi.,42135080-9818-44cf-b08b-19a6a0b54ac9,0
iş yerinde kullanıyorum espresso ve sade kahveyi güzel yapıyor ama süttlü kahveler güzel deil sütü ısıtmıyor kendinizi biraz ısıtıp kullanmanız lazım köpürtme şekli garip tadını bozuyor sütün. sütlü kahve içmiyorsanız güzel,188ac0f8-8e4c-4e61-aa84-3cf4946d555c,2
Ürün Tam istediğim gibi değil kapağı metal olmalıydı,2e0a38c6-efca-455a-bcf4-4c9eb455a440,0
Menşe ülkesi kore Cumhuriyeti değil çindir ama yine iyi bir şeye benziyor deneyip bakayım,28a8bbde-7635-4a81-a621-5aa85a2fc0e8,2
Yaklaşık olarak 3 aydır kullanıyorum. Davlumbaz çekim olarak iyi fakat çok gürültülü çalışıyor. Dokunmatik tuslar bi kac kere bastıktan sonra algılıyor.  Fırın guzel pişiriyor  fakat saat kismi her elektrik kesintisinde sıfırlıyor  tekrar ayarlamak gerekiyor pilli değil.fan çalışırken pişirdiğimiz tüm  hamur işleri  kurumuş ve sert olarak çıkıyor o yüzden  fanli pişirmeyi beğenmedim.ocak olarak çok fazla iz bırakıyor. Döküm olan ızgaralar bulasik makinesinde yikanabiliyor fakat sicrayan yağlar leke yapiyor temizliği çok zorluyor. Genel olarak fiyat performans ürünü diyebilirim.,041c6d6c-3665-4368-a17a-b37aa03c90b9,0
tasarımı çok şık. rose kahve makinemiz vardı yan yana çok yakıştılar fakat çok gürültülü çalışıyor su kaynatırken. bu nedenle iade ettim maalesef.,34227373-2a1e-4910-a71d-b11b73314e64,2
Ürün gayet iyi ve kullanışlı.Tavsiye edilir.,9091270e-a2d8-4776-b4b4-08b0527e4acc,2
"Ürün cezveden hallice olduğu için paketi açmadan iade ettim, 1.2 lt nin bu kadar küçük olacağını tahmin edememiştim.",3f432996-c0d7-470b-8a99-6ec94b134180,0
görünenden bi tik daha açık bir renk ama dokusu görünüşü harika sürümü kolay dudakları kurutmuyor ve topaklanmiyor.,179529b3-f452-4ada-a711-116c13a30654,2
Malzeme yapısı olarak hiç kalite hissiyatı vermiyor.Ürün sadece özellikli olduğu için fiyatı böyle,3d2338e2-e046-41f2-9a51-5c87397be145,0
ürün bana hediye olarak gelmişti.ufak özellikle soğan doğrarken en büyük yardımcım.hem pratik hem rahat kullanıma sahip hemde temizlemesi çok kolay.,fc49210e-0005-4c2d-a131-02e2f7e3c5b1,2
Kutu içinden kullanma kılavuzu kitapçık çıkmadı ve internetten seyrettiğim kadarıyla kutu açılımı hiç te beklediğim şekilde değildi fakat gönderim konusunda bir şey diyemem bugün istedim yarın elimdeydi kargo için paketleme iyi yapılmış en azından ürüne zarar gelmemiş kitapçığı dışında eksizsiz geldi ürünü iş yerime istediğim için daha kullanamadım,ca59a810-6fc9-454f-9185-afc04677f8e2,0
yani  idare edebilir 1  2 aylık ürün çok büyük beklentiniz olmasın,acbc3f31-2f02-4c3a-9470-6f21c8d15482,0
evet beğendim. yaz sıcaklarınsda kullanacağım.,b6e89200-cb0b-4649-ab31-8ca3ba33a8cd,2
"Arkadaşlar ürünü aldım. 
Biraz BÜYÜK, Ses Kalitesi güzel, Kullanımı zor geldi.
Birde USB den mp3 çalamadım. Yöntemini bilen varsa bir zahmet anlatsın",bf742df9-f8d5-4282-b589-26ea75450f5d,2
Güzel ve hızlı teslimat,bd50716c-611d-46a2-9ba3-bd3fadf57687,2
"ürün dünya standardında bir ürün gayet yeterli geldi 16metre odama fakat
lojistik firması sıkıntılı ve satıcı sürekli yanlış bilgilendirme
yapıyor acele olduğu halde 4 günün sonunda 80 km yol giderek kendim
aldım ürünü yoksa 7 10 gün arasında teslim görünüyordu tercih sizin",c8f12d6b-2a5b-4134-8e58-51b895cc934f,0
gayet sessiz ve genis konusmak icin erken ama alinabilecek en iyi buz dolabi,f6366f47-7c82-48be-b51a-865d18ada023,2
ürün güzel sorunsuz,f10f17c2-18e1-456f-84fc-ac53628418c3,2
Urun elime ulasti kurulumlari yaptim. Genel olarak iyi sayiliyir ama bunun yerine mi smart 4 daha iyi onu alinnderim,478f4716-4f1a-41bf-a3fc-981626f86ae3,2
"eski bir cx300 kullanıcısı olarak bu fiyata beklentim daha fazlaydı
açıkçası. kötü değil nerden baktığınıza bağlı.tizler fazla ve basslar
doygun değil maalesef",c77bbb76-fb9a-422a-a00c-bc652c4e5261,0
fakat urun hakkinda neredeyse hic bilgi yok bi alt sekment urunun aciklamasida goz dolduruyor yorumlarida bunun yerine onu tercih edecek gibiyim 6 olsa nolur 5 olsa ne olur bir eksik + olsa ne olur olmasa ne olur dijital gosterge olsa ne olmasa farklar bunlar gibi.. umarim hayirli olur..,4ca596d0-9150-40ce-8d06-e86cee1717f4,0
evet beğendim daha şık paketleme olabilirdi estetik önemli,79c2eec1-56ae-4197-ac02-e71e1367de7e,2
"Ürün elime ulaştı
önce artılar

İçerikler güzel
Hız idare eder
TV'yi Smart yapması ihtiyaçları karşılıyor

eksiler

Ürün yarım saatten sonra sesi kaydırıyor
Hızı belirgin seviyede düşüyor
Satıcıya sorunu bildirdim ilgili davranmadı
Servisi aradım ürün arızalı dedi göndermemizi istediler.
Görüntü kalitesinden çok şey beklemeyin güzel sayılabilir
ısınınca görüntü kalitesi de bozuluyor.",dd8f88c7-09e5-4b57-aa8d-7c7c73a06a76,0
güzel ürün beğendim,bdb0913a-3273-4605-ad69-6396acca8227,2
"Korynaklı yollamış ürün ortalama işte parasıyla aynı değere gelebilir...
F/p denilebilir fiyatı artmafıkça  almak için uygun bir ürün",7346358d-9fc1-4868-a2db-eed9c0d0c5f5,2
"göründüğünden küçük, sesi çok yuksek çıkmıyor ama temiz",9f729dda-dc5c-4bb7-a470-b63727ff1877,0
"1 senelik kullanımdan sonra bağlantı yavaşlığı ve ara ara bağlantı kopmaları oluyordu. Bu sebepten ötürü başka bir modeme geçtim ve oda bozuldu, geçici bir süre tekrar bu modemi kullanmaya başladım 
 Aradan 2 ay geçti ve tabiri caize modem öldü. WIFI modülünde sıkıntı var, ortalama 30dk da bir WIFI bağlantısı kopuyor
Garanti zaten 12 ay. En fazla 12 ay kullanabilirsiniz. Haberiniz olsun.",feb06ebc-f037-4c5e-8d3b-ab99758d9e62,0
Bu paraya git mi band 4 al en azından karşılığını fazlasıyla alırsın,edda35dd-9e9f-4793-81c4-4a99593986c2,0
Yorumlari okuyarak aldim. Yorumlari faydali buluyorum. Cok isiniyor demisler okadar isinmiyor. kanal degistiriken iyi algilamiyor demisler oda oyle degil guzel algiliyor. Tv izlerken bazen sesi kendi kendine azaliyor sonra geri artiyor arizali mi yoksa hepsi mi boyle bilemedim.,ed6c5cc9-21aa-4285-a20c-5c5349a10656,2
ürün kesinlikle 5 kere şarj felan ETMİYOR. bende iphone 7 var 3 kere şarj etse şükür,24858d31-d3f5-4279-ab17-1900c49a1763,0
Daha ilk dosyayı kopyalarken kopyalayamadı okuma hatası Verdi. Uygun bir software ile tarama yaptırdım. Çok fazla bad sector çıktı. cihaz mı dandik yoksa kargoda bir darbe mi aldı bilmediğim için 3 yıldız verdim. Hiç kullanamadım. Ayıplı ürün olarak iade ettim. Bad sector olduğunu belirtttim. Paramı iade ettiler. Sonuçta mağdur olmadım yinede.,2da0398e-9f25-43a2-8f84-44381c9493b2,0
Fazla araştırmayın piyasanın en iyisi en tasarruflusu,7b62a820-792e-44e1-96a5-abfed3c1e04e,2
Henüz denemedik,e8a21009-0b70-428d-b46f-dc2c2d05f815,0
"Pişirmesi güzel ancak buradan üreticiye sesleniyorum. Isıtıcıya koyulan emniyet müşürü akıllıca ve gerekli ancak nasıl koyarsanız koyun ikinci kullanımdan sonra yerine tam oturmadığı için müşüre baskı olmadığından çalışmıyor. Ben kağıt sıkıştırarak hallettim. 4. Isı ayarında et, köfte güzel yakmadan mangal tadında pişiriyor. Fiyatına göre güzel ürün. ( emniyet müşürü hariç )",32c3071a-36a3-47a3-b9ef-87602553f4c3,2
pc için ideal olabilir,e2474b81-e2e7-4365-be5a-edeb19191751,2
bu ürünü arkadaşımın tavsiyesi üzerine almıştım şimdi ürünü tekrar talep edip alıyorum ben memmunum daha öncede kullanmıştım hoşuma gidiyor beğeniyorum aldım,b1a7a28b-9bb5-4b0c-9a64-4a0318ce940e,2
"yüksek performans beklemeyin. evde internet, ödev vs için yeterli bir ürün. ancak iş için veya oyun için alacaksanız tavsiye etmem. ürün yeni olsada kullanılan donanımlar şuan piyasada olmayan eski tarihli ürünler",36ebdc0a-25f5-48be-b6a7-9c4e2cac49a4,0
ürünü daha kullanmadan antalya yetkili servisi sayesinde aldığıma pişman oldum.,4a766fb0-e513-41b1-a1c9-a2353bda03a0,0
"Öncelikle buradaki yorumlar beklentinizi büyütmesin. Daha önce15-20
liralık bir hoparlör takılıydı. Onun yerine bunu kullanmaya başladık.
İlk izlenimimiz çok ciddi bir ses farkı yok. Daha iyi ses için 100 tl ve
üzeri ürünlere yönelmekte fayda var.",e6570ab3-55f0-4850-9bc6-21b3aa415a86,0
Bende arastirma asamasindayim.izgarada olmasi iyi gibi gorunuyor.ama temizligi nasil acaba,31e85cf3-0072-4081-891e-289d44ca4a58,2
Ürünü alalı 1 hafta olacak. Pil performansından ve ekran kartından memnun değilim. Bataryası yaklaşık olarak 1-2 saat gidiyor. Sanki yıllardır kullanmışım da batarya ölmüş gibi. Ekran kartına gelecek olursak radeon 530 var ama sistem kurulumu yaptığımda r7 m440 olarak görüyor. Lenovo ya şikayet oluşturdum ama cevap vermediler daha. Onun haricinde günlük işler için ideal.,0474f957-107e-41a8-a9cf-1a044dd5f221,0
Hızlı kargo iyi süper iyi,d6758e9f-8057-4c43-915f-6de8f6d3c033,2
"Merhabalar 
Daikin 35 kw lik kombi aldım 125m2 ev var 12 mt petek 40 derecede yaktigimda 24 saatte 10m3 yakıt yakti bunu da aylık olarak düşünürsek 500-600 tl gibi bir rakam çıkıyor bence çok fazla 
Birde siz kullanan arkadaşlardan ricam benim kombimin motoru hiç durmadan çalışıyor bunuda şöyle bakabilirsiniz en sağdaki butona 2 defa basıp karşınız A00 çıkıyor bu gidiş suyunun sıcaklığını gösteriyor sağ taraftaki pottan dönen butondan A14 görene kadar çevirin buda motorun dönüş hızını gösteriyor sizin kombinizde surekli çalışıyor mu bunu merak ediyorum ...",43a11d9e-06e1-42e3-8c35-5008921053d0,0
50 liralık kulaklıktan 300-400 ve üstü fiyatlardaki kulaklıkların performansını istemek saçmalık olur.2 hafta kullandıktan sonraki deneyimlerimi yazıyorum.Bas ağırlıklı müzik seven birisi olarak beni tatmin edemedi açıkcası.Ben kulaklarımın titremesini hissedemedim baslar biraz arkada kalıyor.Sesi yükselttiğimde tizler midler dayanılmaz derecede beni rahatsız etti.Kablo kalitesine gelicek olursak ben daha kullanmadan jak kısmının oraya kalemlerin içindeki yaydan taktım görüntüsü ve hissiyatı biraz dandik duruyor.Bu fiyat bandında daha iyisi varmıdır elbette vardır araştırıp bulmak lazım yok uraşamam diyorsanız alabilirsiniz çok beklendiniz yoksa işinizi görür saygılar.,cf79dbc4-4b3d-4ad2-8f81-a8bc834003f5,0
"Benim gibi sivilceye baya yatkın bir cildiniz var ise, bir kez daha düşünün. Kullandığım ilk hafta cildimdeki diğer sivilceleri baya dışarı attı ve onun izleriyle biraz uğraşıyorum. Çıkan sivilceyi de hızlıca söndürebiliyor ama anlaşılmaz bir şekilde hemen izini bırakıyor. Temizlik konusuna asla sözüm yok duştan sonra bile kir çıktığını görebiliyorsunuz. Herkesin cildi farklı denemek gerek ve kesin konuşmamak gerek.",9a4f0e16-3eef-4441-9422-e429d1fa01d9,0
ürün çok iyi düşünmeden alabilirsiniz,a8f97159-726e-475e-9a5e-836235c0dda4,2
"ürünün tutuş gücü çok düşük yapılan saç çok çabuk bozuluyor. bunu
bilerek alın.",141bc2e7-d303-4926-be29-8961f22154ec,0
"Avantajlar : fiyat,lg kalitesi<br />Dezavantajlar : akıllı kumandası yok<br />akıllı kumanda neden her üründe yokanlamıyorum ve kaç yıl önce aldığım lg nin kumandası çok kaliteli ve kullanımı kolaydı şıktı şimdikiler çok bayağı ve ekstra ücretli olması da dezavantajgenel olarak lg kalitesi ile fiyat kıyaslandığında çok iyi",4e8c081b-7d4b-4e18-a3d3-cff58bc48c51,0
ürün gayet güzel ve şık bence özellikle 3-4 bin lira vermek istemeyenlere tavsiye ederim.servistede sıkıntı yaşamadım.kargoda gayet güzel ve özenliydi.kırık çıkık eksik birşey yok tu.benden bu kadar...,7832eed9-0557-44da-8794-6b147120ce7f,2
"Çok ağır ve hantal bir yapısı var :(  bu kadar ağır ve büyük olduğunu
bilseydim almazdım :(",f2d71f97-a8f3-40ac-996e-fcd9210d6a66,0
doktorumun tavsiyesiyle aldım doktorum bundan sonra daimi yüz yıkama sabunun bu olucak dedi gerçekten çok iyi bir ürün yüzüm artık hiç yağlanmıyo,1654dd0f-a099-455a-b11b-92ffbb392197,2
